0,-1
1,-2
2,-3
3,-4
4,-5
5,-6
6,-7
7,-8
8,-9
9,-10
10,-11
11,-12
12,-13
13,-14
14,-15
15,-14
16,-15
17,-16
18,-17
19,-18
20,-17
21,-18
22,-19
23,-20
24,-21
25,-22
26,-23
27,-24
28,-25
29,-26
30,-27
31,-28
32,-29
33,-30
34,-31
35,-32
36,-33
37,-34
38,-35
39,-34
40,-35
41,-36
42,-35
43,-36
44,-37
45,-38
46,-39
47,-40
48,-39
49,-40
50,-41
51,-42
52,-43
53,-44
54,-43
55,-44
56,-45
57,-46
58,-47
59,-48
60,-49
61,-50
62,-51
63,-52
64,-53
65,-54
66,-55
67,-56
68,-55
69,-56
70,-57
71,-58
72,-59
73,-60
74,-61
75,-62
76,-61
77,-60
78,-61
79,-62
80,-63
81,-64
82,-63
83,-64
84,-65
85,-66
86,-67
87,-68
88,-69
89,-70
90,-70
91,-71
92,-72
93,-73
94,-74
95,-75
96,-74
97,-75
98,-76
99,-77
100,-78
101,-79
102,-80
103,-81
104,-82
105,-83
106,-84
107,-83
108,-84
109,-85
110,-86
111,-87
112,-88
113,-89
114,-90
115,-91
116,-92
117,-91
118,-92
119,-93
120,-94
121,-95
122,-96
123,-97
124,-98
125,-99
126,-100
127,-101
128,-102
129,-103
130,-104
131,-105
132,-106
133,-105
134,-106
135,-107
136,-107
137,-106
138,-107
139,-108
140,-109
141,-110
142,-111
143,-112
144,-113
145,-114
146,-115
147,-116
148,-117
149,-118
150,-119
151,-120
152,-121
153,-122
154,-123
155,-124
156,-125
157,-126
158,-127
159,-128
160,-129
161,-128
162,-129
163,-130
164,-129
165,-130
166,-129
167,-130
168,-131
169,-130
170,-131
171,-132
172,-133
173,-134
174,-135
175,-136
176,-137
177,-138
178,-139
179,-140
180,-141
181,-142
182,-143
183,-142
184,-143
185,-144
186,-145
187,-146
188,-147
189,-148
190,-149
191,-148
192,-149
193,-150
194,-151
195,-152
196,-153
197,-154
198,-155
199,-156
200,-157
201,-158
202,-157
203,-158
204,-157
205,-158
206,-159
207,-160
208,-161
209,-162
210,-161
211,-162
212,-163
213,-162
214,-163
215,-164
216,-165
217,-164
218,-163
219,-164
220,-165
221,-166
222,-167
223,-168
224,-169
225,-168
226,-169
227,-170
228,-171
229,-172
230,-173
231,-174
232,-173
233,-172
234,-173
235,-174
236,-175
237,-176
238,-177
239,-178
240,-179
241,-180
242,-181
243,-182
244,-183
245,-184
246,-185
247,-186
248,-187
249,-188
250,-189
251,-190
252,-191
253,-192
254,-193
255,-194
256,-195
257,-196
258,-197
259,-198
260,-199
261,-200
262,-201
263,-202
264,-203
265,-204
266,-205
267,-206
268,-205
269,-206
270,-205
271,-206
272,-205
273,-206
274,-207
275,-208
276,-209
277,-208
278,-209
279,-210
280,-211
281,-212
282,-213
283,-212
284,-213
285,-214
286,-215
287,-216
288,-215
289,-216
290,-217
291,-218
292,-217
293,-216
294,-217
295,-218
296,-219
297,-220
298,-221
299,-222
300,-223
301,-224
302,-225
303,-226
304,-227
305,-228
306,-229
307,-228
308,-229
309,-230
310,-231
311,-232
312,-233
313,-234
314,-233
315,-232
316,-233
317,-234
318,-235
319,-234
320,-235
321,-234
322,-235
323,-236
324,-237
325,-238
326,-239
327,-238
328,-237
329,-238
330,-238
331,-239
332,-240
333,-239
334,-240
335,-239
336,-240
337,-241
338,-242
339,-243
340,-244
341,-245
342,-246
343,-247
344,-248
345,-247
346,-248
347,-249
348,-250
349,-251
350,-252
351,-253
352,-254
353,-255
354,-256
355,-255
356,-256
357,-257
358,-258
359,-259
360,-260
361,-261
362,-262
363,-263
364,-264
365,-265
366,-266
367,-267
368,-268
369,-267
370,-268
371,-269
372,-270
373,-271
374,-270
375,-271
376,-272
377,-271
378,-272
379,-273
380,-274
381,-275
382,-274
383,-275
384,-276
385,-275
386,-276
387,-277
388,-278
389,-278
390,-279
391,-278
392,-279
393,-280
394,-281
395,-282
396,-283
397,-284
398,-285
399,-286
400,-287
401,-286
402,-287
403,-288
404,-289
405,-290
406,-291
407,-292
408,-293
409,-294
410,-295
411,-296
412,-297
413,-298
414,-297
415,-298
416,-299
417,-300
418,-301
419,-302
420,-303
421,-304
422,-305
423,-304
424,-305
425,-306
426,-307
427,-308
428,-309
429,-310
430,-311
431,-312
432,-313
433,-312
434,-313
435,-312
436,-313
437,-314
438,-314
439,-313
440,-314
441,-315
442,-316
443,-317
444,-318
445,-319
446,-320
447,-321
448,-320
449,-321
450,-322
451,-323
452,-324
453,-325
454,-325
455,-324
456,-323
457,-324
458,-325
459,-326
460,-327
461,-328
462,-327
463,-328
464,-329
465,-328
466,-327
467,-328
468,-329
469,-330
470,-329
471,-330
472,-331
473,-332
474,-331
475,-332
476,-333
477,-334
478,-335
479,-336
480,-337
481,-338
482,-339
483,-340
484,-341
485,-342
486,-343
487,-344
488,-345
489,-346
490,-347
491,-348
492,-349
493,-350
494,-351
495,-352
496,-353
497,-354
498,-353
499,-354
500,-355
501,-356
502,-357
503,-358
504,-359
505,-360
506,-361
507,-362
508,-363
509,-364
510,-365
511,-366
512,-367
513,-368
514,-369
515,-370
516,-371
517,-372
518,-373
519,-374
520,-375
521,-376
522,-377
523,-378
524,-379
525,-380
526,-381
527,-382
528,-383
529,-384
530,-383
531,-384
532,-385
533,-386
534,-387
535,-388
536,-389
537,-388
538,-389
539,-390
540,-391
541,-392
542,-393
543,-394
544,-395
545,-396
546,-397
547,-398
548,-399
549,-400
550,-401
551,-402
552,-401
553,-402
554,-403
555,-404
556,-405
557,-406
558,-405
559,-406
560,-407
561,-408
562,-409
563,-408
564,-409
565,-410
566,-409
567,-410
568,-411
569,-412
570,-413
571,-414
572,-415
573,-416
574,-417
575,-418
576,-419
577,-420
578,-421
579,-422
580,-421
581,-422
582,-423
583,-424
584,-425
585,-426
586,-425
587,-424
588,-425
589,-426
590,-426
591,-425
592,-426
593,-425
594,-426
595,-427
596,-428
597,-429
598,-428
599,-429
600,-430
601,-431
602,-432
603,-433
604,-433
605,-432
606,-432
607,-433
608,-434
609,-435
610,-436
611,-437
612,-438
613,-439
614,-438
615,-439
616,-440
617,-441
618,-442
619,-443
620,-444
621,-445
622,-446
623,-447
624,-448
625,-449
626,-450
627,-451
628,-450
629,-451
630,-452
631,-453
632,-454
633,-455
634,-456
635,-455
636,-456
637,-457
638,-458
639,-459
640,-458
641,-457
642,-458
643,-459
644,-458
645,-459
646,-460
647,-459
648,-460
649,-459
650,-460
651,-461
652,-462
653,-461
654,-462
655,-463
656,-464
657,-465
658,-466
659,-467
660,-468
661,-469
662,-468
663,-469
664,-470
665,-471
666,-472
667,-473
668,-474
669,-475
670,-476
671,-477
672,-478
673,-479
674,-480
675,-479
676,-478
677,-479
678,-480
679,-481
680,-482
681,-481
682,-482
683,-483
684,-484
685,-483
686,-484
687,-485
688,-486
689,-485
690,-486
691,-487
692,-486
693,-487
694,-488
695,-489
696,-490
697,-490
698,-491
699,-492
700,-491
701,-492
702,-493
703,-492
704,-493
705,-492
706,-491
707,-492
708,-493
709,-494
710,-495
711,-496
712,-497
713,-498
714,-499
715,-500
716,-501
717,-502
718,-503
719,-504
720,-505
721,-504
722,-505
723,-506
724,-505
725,-506
726,-507
727,-508
728,-509
729,-510
730,-511
731,-512
732,-511
733,-512
734,-513
735,-514
736,-515
737,-514
738,-515
739,-516
740,-517
741,-518
742,-519
743,-518
744,-519
745,-520
746,-521
747,-520
748,-521
749,-522
750,-521
751,-522
752,-523
753,-524
754,-525
755,-526
756,-527
757,-528
758,-529
759,-530
760,-529
761,-530
762,-531
763,-532
764,-533
765,-534
766,-535
767,-536
768,-537
769,-538
770,-539
771,-540
